gm,game_date,home_away,opp,result,r,ra,record,rank,gb,time,time_minutes,day_night,attendance,year,wins,losses,win_pct,game_day
15,2002-04-17,home,PIT,L,2,3,3-12,6,-6.5,2:54:00,174,D,17879,2002,3,12,0.2,Wednesday
14,2002-04-16,home,PIT,L,1,5,3-11,6,-5.5,2:55:00,175,N,15012,2002,3,11,0.21,Tuesday
13,2002-04-15,home,PIT,L,1,6,3-10,6,-5.0,2:51:00,171,N,14090,2002,3,10,0.23,Monday
12,2002-04-14,home,SFG,W,4,3,3-9,6,-5.0,3:32:00,212,D,40936,2002,3,9,0.25,Sunday
11,2002-04-13,home,SFG,L,2,3,2-9,6,-6.0,2:48:00,168,D,41206,2002,2,9,0.18,Saturday
10,2002-04-12,home,SFG,L,1,5,2-8,6,-5.0,2:29:00,149,N,37483,2002,2,8,0.2,Friday
9,2002-04-11,home,STL,L,5,6,2-7,6,-4.0,3:12:00,192,D,28165,2002,2,7,0.22,Thursday
8,2002-04-10,home,STL,L,5,6,2-6,6,-3.5,3:31:00,211,N,28271,2002,2,6,0.25,Wednesday
7,2002-04-09,home,STL,L,5,6,2-5,6,-3.5,3:02:00,182,N,28488,2002,2,5,0.29,Tuesday
6,2002-04-07,home,ARI,L,0,2,2-4,5,-2.5,2:23:00,143,D,23311,2002,2,4,0.33,Sunday
5,2002-04-06,home,ARI,L,3,6,2-3,3,-2.0,2:54:00,174,N,27806,2002,2,3,0.4,Saturday
4,2002-04-05,home,ARI,W,6,2,2-2,2,-1.0,2:31:00,151,N,43005,2002,2,2,0.5,Friday
3,2002-04-04,home,HOU,L,3,6,1-2,4,-1.0,2:48:00,168,D,21528,2002,1,2,0.33,Thursday
2,2002-04-03,home,HOU,L,2,15,1-1,1,0.0,3:00:00,180,N,23381,2002,1,1,0.5,Wednesday
1,2002-04-02,home,HOU,W,9,3,1-0,1,0.0,2:48:00,168,D,42262,2002,1,0,1.0,Tuesday
162,2001-10-07,home,ARI,W,15,5,68-94,4,-25.0,2:42:00,162,D,31761,2001,68,94,0.42,Sunday
161,2001-10-06,home,ARI,W,5,4,67-94,4,-26.0,3:06:00,186,N,40038,2001,67,94,0.42,Saturday
160,2001-10-05,home,ARI,L,0,5,66-94,5,-26.0,2:30:00,150,N,24700,2001,66,94,0.41,Friday
159,2001-10-04,home,STL,L,3,10,66-93,4,-26.0,3:06:00,186,D,28802,2001,66,93,0.42,Thursday
158,2001-10-03,home,STL,W,9,7,66-92,4,-25.0,2:50:00,170,N,33148,2001,66,92,0.42,Wednesday
157,2001-10-02,home,STL,L,1,5,65-92,5,-26.0,2:25:00,145,N,30890,2001,65,92,0.41,Tuesday
156,2001-09-30,home,COL,L,0,10,65-91,4,-26.0,2:22:00,142,D,31545,2001,65,91,0.42,Sunday
155,2001-09-29,home,COL,L,12,14,65-90,4,-26.0,4:08:00,248,D,35848,2001,65,90,0.42,Saturday
154,2001-09-28,home,COL,L,5,6,65-89,4,-26.0,2:56:00,176,N,44109,2001,65,89,0.42,Friday
153,2001-09-27,home,ARI,L,11,13,65-88,4,-26.0,3:39:00,219,N,28359,2001,65,88,0.42,Thursday
152,2001-09-26,home,ARI,L,9,15,65-87,4,-25.0,3:42:00,222,N,30658,2001,65,87,0.43,Wednesday
151,2001-09-25,home,ARI,W,9,4,65-86,4,-25.0,3:36:00,216,N,35032,2001,65,86,0.43,Tuesday
150,2001-09-23,home,CIN,W,6,3,64-86,4,-25.5,2:44:00,164,D,27940,2001,64,86,0.43,Sunday
149,2001-09-22,home,CIN,L,1,3,63-86,4,-25.5,2:35:00,155,N,35939,2001,63,86,0.42,Saturday
148,2001-09-21,home,CIN,L,2,5,63-85,4,-24.5,2:34:00,154,N,26412,2001,63,85,0.43,Friday
147,2001-09-19,home,STL,L,2,8,63-84,4,-24.0,2:46:00,166,D,29332,2001,63,84,0.43,Wednesday
146,2001-09-18,home,STL,L,4,9,63-83,4,-23.0,2:58:00,178,N,41653,2001,63,83,0.43,Tuesday
145,2001-09-17,home,STL,L,1,2,63-82,4,-22.0,2:29:00,149,N,32563,2001,63,82,0.43,Monday
144,2001-09-10,home,STL,L,0,8,63-81,4,-21.5,2:42:00,162,N,31780,2001,63,81,0.44,Monday
143,2001-09-09,home,HOU,L,0,8,63-80,4,-21.0,2:25:00,145,D,35091,2001,63,80,0.44,Sunday
142,2001-09-08,home,HOU,W,7,2,63-79,4,-20.0,3:09:00,189,N,41033,2001,63,79,0.44,Saturday
141,2001-09-07,home,HOU,L,3,5,62-79,4,-21.0,3:05:00,185,N,35527,2001,62,79,0.44,Friday
140,2001-09-06,home,HOU,W,4,3,62-78,4,-20.0,3:02:00,182,N,31895,2001,62,78,0.44,Thursday
139,2001-09-05,home,PIT,L,1,5,61-78,4,-21.0,2:23:00,143,N,18866,2001,61,78,0.44,Wednesday
138,2001-09-04,home,PIT,L,2,5,61-77,4,-20.0,2:29:00,149,N,17293,2001,61,77,0.44,Tuesday
137,2001-09-03,home,PIT,L,2,3,61-76,4,-19.0,2:57:00,177,N,29003,2001,61,76,0.45,Monday
136,2001-09-03,home,PIT,W,12,7,61-75,4,-19.0,3:13:00,193,D,0,2001,61,75,0.45,Monday
135,2001-09-02,home,HOU,L,0,1,60-75,4,-19.5,2:28:00,148,D,38140,2001,60,75,0.44,Sunday
134,2001-09-01,home,HOU,W,4,3,60-74,4,-18.5,2:39:00,159,N,28818,2001,60,74,0.45,Saturday
133,2001-08-31,home,HOU,L,2,3,59-74,4,-19.5,2:58:00,178,N,26486,2001,59,74,0.44,Friday
132,2001-08-29,home,PIT,W,9,8,59-73,4,-18.0,3:17:00,197,N,24551,2001,59,73,0.45,Wednesday
131,2001-08-28,home,PIT,L,5,6,58-73,4,-18.0,3:13:00,193,N,23579,2001,58,73,0.44,Tuesday
130,2001-08-27,home,PIT,W,12,5,58-72,4,-17.0,2:54:00,174,N,26289,2001,58,72,0.45,Monday
129,2001-08-26,home,COL,L,2,3,57-72,4,-17.5,3:11:00,191,D,42239,2001,57,72,0.44,Sunday
128,2001-08-25,home,COL,W,5,4,57-71,4,-16.5,3:21:00,201,N,42139,2001,57,71,0.45,Saturday
127,2001-08-24,home,COL,L,6,12,56-71,4,-17.5,2:49:00,169,N,40657,2001,56,71,0.44,Friday
126,2001-08-23,home,CHC,W,8,1,56-70,4,-16.5,3:16:00,196,D,35064,2001,56,70,0.44,Thursday
125,2001-08-22,home,CHC,L,3,16,55-70,4,-16.5,2:54:00,174,D,33904,2001,55,70,0.44,Wednesday
124,2001-08-21,home,CHC,W,3,1,55-69,4,-16.5,2:56:00,176,D,35599,2001,55,69,0.44,Tuesday
123,2001-08-20,home,CHC,W,10,2,54-69,4,-16.5,2:45:00,165,N,40657,2001,54,69,0.44,Monday
122,2001-08-20,home,CHC,L,4,7,53-69,4,-16.5,3:00:00,180,D,0,2001,53,69,0.43,Monday
121,2001-08-19,home,CIN,W,6,4,53-68,4,-16.5,3:17:00,197,D,20577,2001,53,68,0.44,Sunday
120,2001-08-18,home,CIN,W,6,5,52-68,4,-16.5,3:13:00,193,N,26241,2001,52,68,0.43,Saturday
119,2001-08-17,home,CIN,W,5,1,51-68,4,-16.5,3:09:00,189,N,29214,2001,51,68,0.43,Friday
118,2001-08-16,home,PHI,W,5,4,50-68,4,-17.5,2:52:00,172,D,34110,2001,50,68,0.42,Thursday
117,2001-08-15,home,PHI,L,6,8,49-68,4,-18.0,3:18:00,198,N,31030,2001,49,68,0.42,Wednesday
116,2001-08-14,home,PHI,L,4,10,49-67,4,-17.0,3:02:00,182,N,34277,2001,49,67,0.42,Tuesday
115,2001-08-12,home,MON,L,0,5,49-66,4,-16.5,2:26:00,146,D,6280,2001,49,66,0.43,Sunday
114,2001-08-11,home,MON,W,6,0,49-65,4,-16.5,2:42:00,162,N,5843,2001,49,65,0.43,Saturday
113,2001-08-10,home,MON,W,5,1,48-65,4,-17.5,2:57:00,177,N,4917,2001,48,65,0.42,Friday
112,2001-08-09,home,NYM,L,3,4,47-65,4,-17.5,2:52:00,172,D,27989,2001,47,65,0.42,Thursday
111,2001-08-08,home,NYM,L,4,5,47-64,4,-17.5,2:57:00,177,N,34619,2001,47,64,0.42,Wednesday
110,2001-08-07,home,NYM,L,0,3,47-63,4,-16.5,2:24:00,144,N,27240,2001,47,63,0.43,Tuesday
109,2001-08-05,home,ATL,L,8,12,47-62,4,-15.5,3:14:00,194,D,42263,2001,47,62,0.43,Sunday
108,2001-08-04,home,ATL,L,2,14,47-61,4,-15.5,2:57:00,177,D,42646,2001,47,61,0.44,Saturday
107,2001-08-03,home,ATL,W,3,2,47-60,4,-15.5,3:41:00,221,N,42259,2001,47,60,0.44,Friday
106,2001-08-02,home,FLA,W,4,3,46-60,4,-15.5,2:59:00,179,D,33657,2001,46,60,0.43,Thursday
105,2001-08-01,home,FLA,L,4,5,45-60,4,-16.5,3:23:00,203,N,27664,2001,45,60,0.43,Wednesday
104,2001-07-31,home,FLA,L,1,5,45-59,4,-16.5,2:19:00,139,N,26087,2001,45,59,0.43,Tuesday
103,2001-07-29,home,SDP,L,5,12,45-58,4,-15.5,3:01:00,181,D,42189,2001,45,58,0.44,Sunday
102,2001-07-28,home,SDP,L,2,6,45-57,4,-14.5,2:25:00,145,N,42096,2001,45,57,0.44,Saturday
101,2001-07-27,home,SDP,W,8,0,45-56,4,-14.5,2:41:00,161,N,29520,2001,45,56,0.45,Friday
100,2001-07-25,home,LAD,W,4,3,44-56,4,-15.0,2:41:00,161,D,39223,2001,44,56,0.44,Wednesday
99,2001-07-24,home,LAD,L,2,7,43-56,4,-15.0,3:15:00,195,N,34444,2001,43,56,0.43,Tuesday
98,2001-07-23,home,LAD,L,1,3,43-55,4,-14.0,2:55:00,175,N,42132,2001,43,55,0.44,Monday
97,2001-07-22,home,SDP,L,0,4,43-54,4,-13.0,2:39:00,159,D,21883,2001,43,54,0.44,Sunday
96,2001-07-21,home,SDP,L,3,5,43-53,4,-13.0,2:38:00,158,N,36321,2001,43,53,0.45,Saturday
95,2001-07-20,home,SDP,L,2,11,43-52,4,-12.0,2:45:00,165,N,24924,2001,43,52,0.45,Friday
94,2001-07-19,home,LAD,L,6,8,43-51,4,-12.0,3:05:00,185,D,34613,2001,43,51,0.46,Thursday
93,2001-07-18,home,LAD,L,0,5,43-50,4,-12.0,2:29:00,149,N,32844,2001,43,50,0.46,Wednesday
92,2001-07-17,home,CHW,L,4,8,43-49,4,-11.0,2:58:00,178,D,40332,2001,43,49,0.47,Tuesday
91,2001-07-16,home,CHW,L,5,6,43-48,4,-10.0,3:20:00,200,N,42487,2001,43,48,0.47,Monday
90,2001-07-15,home,CHW,L,2,3,43-47,4,-10.0,2:26:00,146,D,42455,2001,43,47,0.48,Sunday
89,2001-07-14,home,MIN,L,3,5,43-46,4,-9.0,3:05:00,185,N,43624,2001,43,46,0.48,Saturday
88,2001-07-13,home,MIN,W,6,3,43-45,3,-9.0,2:21:00,141,N,41748,2001,43,45,0.49,Friday
87,2001-07-12,home,MIN,L,5,13,42-45,4,-10.0,2:47:00,167,N,30920,2001,42,45,0.48,Thursday
86,2001-07-08,home,SFG,W,6,4,42-44,4,-9.0,4:37:00,277,D,41780,2001,42,44,0.49,Sunday
85,2001-07-07,home,SFG,W,13,3,41-44,4,-10.0,3:08:00,188,D,41707,2001,41,44,0.48,Saturday
84,2001-07-06,home,SFG,L,2,3,40-44,4,-10.0,3:31:00,211,N,41604,2001,40,44,0.48,Friday
83,2001-07-05,home,STL,L,2,5,40-43,4,-9.0,2:47:00,167,D,42586,2001,40,43,0.48,Thursday
82,2001-07-04,home,STL,L,2,7,40-42,4,-8.0,2:55:00,175,N,31572,2001,40,42,0.49,Wednesday
81,2001-07-03,home,STL,W,2,0,40-41,3,-8.0,2:44:00,164,D,38375,2001,40,41,0.49,Tuesday
80,2001-07-02,home,HOU,L,4,6,39-41,4,-8.0,2:42:00,162,N,33182,2001,39,41,0.49,Monday
79,2001-07-01,home,HOU,L,1,6,39-40,4,-7.5,3:08:00,188,D,38485,2001,39,40,0.49,Sunday
78,2001-06-30,home,HOU,L,4,7,39-39,4,-6.5,2:56:00,176,N,42529,2001,39,39,0.5,Saturday
77,2001-06-29,home,HOU,W,6,1,39-38,4,-6.5,2:56:00,176,N,40069,2001,39,38,0.51,Friday
76,2001-06-28,home,PIT,L,0,1,38-38,4,-6.5,2:46:00,166,D,36390,2001,38,38,0.5,Thursday
75,2001-06-27,home,PIT,L,2,6,38-37,4,-6.5,2:40:00,160,N,25756,2001,38,37,0.51,Wednesday
74,2001-06-26,home,PIT,L,6,7,38-36,4,-6.5,3:59:00,239,N,24120,2001,38,36,0.51,Tuesday
73,2001-06-25,home,PIT,L,4,6,38-35,4,-5.5,2:38:00,158,N,22470,2001,38,35,0.52,Monday
72,2001-06-24,home,CHC,W,6,3,38-34,3,-4.5,3:04:00,184,D,38501,2001,38,34,0.53,Sunday
71,2001-06-23,home,CHC,W,4,0,37-34,3,-5.5,2:29:00,149,D,40460,2001,37,34,0.52,Saturday
70,2001-06-22,home,CHC,W,2,1,36-34,3,-6.5,2:43:00,163,D,39703,2001,36,34,0.51,Friday
69,2001-06-20,home,CIN,L,3,11,35-34,4,-7.0,2:34:00,154,D,24418,2001,35,34,0.51,Wednesday
68,2001-06-19,home,CIN,W,10,8,35-33,3,-6.0,3:15:00,195,N,20321,2001,35,33,0.51,Tuesday
67,2001-06-18,home,CIN,W,6,4,34-33,3,-7.0,2:46:00,166,N,21543,2001,34,33,0.51,Monday
66,2001-06-17,home,KCR,W,5,2,33-33,3,-8.0,2:42:00,162,D,42554,2001,33,33,0.5,Sunday
65,2001-06-16,home,KCR,L,1,4,32-33,4,-8.0,2:28:00,148,N,43060,2001,32,33,0.49,Saturday
64,2001-06-15,home,KCR,L,2,4,32-32,3,-7.0,2:38:00,158,N,39005,2001,32,32,0.5,Friday
63,2001-06-14,home,CLE,W,9,4,32-31,2,-6.0,3:05:00,185,N,41610,2001,32,31,0.51,Thursday
62,2001-06-13,home,CLE,L,2,5,31-31,3,-7.0,3:47:00,227,D,35679,2001,31,31,0.5,Wednesday
61,2001-06-12,home,CLE,W,4,2,31-30,3,-7.0,2:35:00,155,N,39192,2001,31,30,0.51,Tuesday
60,2001-06-10,home,DET,W,8,3,30-30,4,-7.0,2:51:00,171,D,23070,2001,30,30,0.5,Sunday
59,2001-06-09,home,DET,L,5,6,29-30,4,-8.0,2:52:00,172,N,26276,2001,29,30,0.49,Saturday
58,2001-06-08,home,DET,L,4,9,29-29,4,-7.0,3:23:00,203,N,27770,2001,29,29,0.5,Friday
57,2001-06-06,home,CIN,L,3,6,29-28,3,-6.5,3:18:00,198,N,35816,2001,29,28,0.51,Wednesday
56,2001-06-05,home,CIN,L,3,4,29-27,3,-5.5,4:15:00,255,N,30766,2001,29,27,0.52,Tuesday
55,2001-06-03,home,CHC,W,4,2,29-26,3,-4.5,3:07:00,187,D,42385,2001,29,26,0.53,Sunday
54,2001-06-02,home,CHC,L,4,10,28-26,4,-5.5,3:16:00,196,N,43400,2001,28,26,0.52,Saturday
53,2001-06-01,home,CHC,L,3,4,28-25,3,-4.5,2:58:00,178,N,42392,2001,28,25,0.53,Friday
52,2001-05-31,home,STL,W,6,2,28-24,3,-3.5,2:23:00,143,N,30928,2001,28,24,0.54,Thursday
51,2001-05-30,home,STL,W,11,1,27-24,3,-4.0,1:47:00,107,N,29842,2001,27,24,0.53,Wednesday
50,2001-05-29,home,STL,W,7,0,26-24,3,-4.0,2:39:00,159,N,39088,2001,26,24,0.52,Tuesday
49,2001-05-28,home,STL,L,2,6,25-24,3,-4.0,3:01:00,181,D,42455,2001,25,24,0.51,Monday
48,2001-05-27,home,CHC,L,1,4,25-23,3,-3.0,2:22:00,142,D,39095,2001,25,23,0.52,Sunday
47,2001-05-25,home,CHC,L,0,1,25-22,3,-2.5,1:57:00,117,D,26526,2001,25,22,0.53,Friday
46,2001-05-24,home,STL,L,4,7,25-21,3,-1.5,2:55:00,175,D,40313,2001,25,21,0.54,Thursday
45,2001-05-23,home,STL,W,7,3,25-20,2,-0.5,3:23:00,203,N,34613,2001,25,20,0.56,Wednesday
44,2001-05-22,home,STL,W,5,0,24-20,2,-1.5,2:37:00,157,N,30200,2001,24,20,0.55,Tuesday
43,2001-05-20,home,PIT,L,7,8,23-20,3,-2.5,2:38:00,158,D,35728,2001,23,20,0.53,Sunday
42,2001-05-19,home,PIT,L,1,6,23-19,3,-1.5,2:46:00,166,N,37857,2001,23,19,0.55,Saturday
41,2001-05-17,home,PHI,L,1,2,23-18,3,-2.0,3:31:00,211,N,12433,2001,23,18,0.56,Thursday
40,2001-05-16,home,PHI,W,6,1,23-17,2,-1.0,2:46:00,166,N,12105,2001,23,17,0.57,Wednesday
39,2001-05-15,home,PHI,W,14,10,22-17,2,-1.0,3:38:00,218,N,12307,2001,22,17,0.56,Tuesday
38,2001-05-14,home,PIT,W,11,8,21-17,3,-1.0,3:17:00,197,D,26974,2001,21,17,0.55,Monday
37,2001-05-13,home,PIT,W,4,1,20-17,3,-1.5,2:29:00,149,D,30084,2001,20,17,0.54,Sunday
36,2001-05-12,home,PIT,W,5,4,19-17,3,-2.0,4:13:00,253,N,42004,2001,19,17,0.53,Saturday
35,2001-05-11,home,PIT,L,0,3,18-17,4,-3.0,2:33:00,153,N,31525,2001,18,17,0.51,Friday
34,2001-05-10,home,CHC,W,11,1,18-16,3,-3.0,3:01:00,181,D,36149,2001,18,16,0.53,Thursday
33,2001-05-09,home,CHC,L,3,6,17-16,4,-4.0,2:42:00,162,N,30616,2001,17,16,0.52,Wednesday
32,2001-05-08,home,CHC,W,4,1,17-15,2,-3.0,2:26:00,146,N,26751,2001,17,15,0.53,Tuesday
31,2001-05-07,home,CHC,L,6,7,16-15,3,-4.0,3:10:00,190,N,30239,2001,16,15,0.52,Monday
30,2001-05-06,home,FLA,L,1,5,16-14,3,-3.0,2:25:00,145,D,10095,2001,16,14,0.53,Sunday
29,2001-05-05,home,FLA,W,8,2,16-13,2,-2.0,2:37:00,157,N,17253,2001,16,13,0.55,Saturday
28,2001-05-04,home,FLA,L,6,9,15-13,2,-2.0,2:50:00,170,N,11108,2001,15,13,0.54,Friday
27,2001-05-03,home,ATL,W,5,0,15-12,2,-1.0,2:43:00,163,N,26411,2001,15,12,0.56,Thursday
26,2001-05-02,home,ATL,L,0,1,14-12,3,-2.0,2:07:00,127,N,24802,2001,14,12,0.54,Wednesday
25,2001-05-01,home,ATL,W,5,3,14-11,3,-1.0,2:28:00,148,N,24922,2001,14,11,0.56,Tuesday
24,2001-04-29,home,MON,W,10,0,13-11,3,-2.0,2:33:00,153,D,32700,2001,13,11,0.54,Sunday
23,2001-04-28,home,MON,W,8,4,12-11,4,-2.0,2:45:00,165,D,40877,2001,12,11,0.52,Saturday
22,2001-04-27,home,MON,L,1,6,11-11,4,-3.0,2:39:00,159,N,26350,2001,11,11,0.5,Friday
21,2001-04-26,home,NYM,W,12,8,11-10,4,-2.0,3:28:00,208,D,25233,2001,11,10,0.52,Thursday
20,2001-04-25,home,NYM,W,7,2,10-10,4,-2.0,2:48:00,168,N,30353,2001,10,10,0.5,Wednesday
19,2001-04-24,home,NYM,W,6,4,9-10,4,-3.0,3:08:00,188,N,27404,2001,9,10,0.47,Tuesday
18,2001-04-22,home,SFG,L,4,6,8-10,4,-4.0,3:25:00,205,D,41059,2001,8,10,0.44,Sunday
17,2001-04-21,home,SFG,W,6,3,8-9,4,-4.0,2:53:00,173,D,41059,2001,8,9,0.47,Saturday
16,2001-04-20,home,SFG,L,1,3,7-9,4,-4.0,2:19:00,139,N,41059,2001,7,9,0.44,Friday
15,2001-04-18,home,CIN,W,7,4,7-8,4,-3.0,3:09:00,189,N,16837,2001,7,8,0.47,Wednesday
14,2001-04-17,home,CIN,L,2,3,6-8,4,-2.5,2:54:00,174,N,15729,2001,6,8,0.43,Tuesday
13,2001-04-15,home,SFG,W,7,4,6-7,5,-2.5,2:48:00,168,D,25981,2001,6,7,0.46,Sunday
12,2001-04-14,home,SFG,W,11,6,5-7,5,-3.5,3:12:00,192,N,42080,2001,5,7,0.42,Saturday
11,2001-04-13,home,SFG,L,3,7,4-7,6,-3.5,3:09:00,189,N,34998,2001,4,7,0.36,Friday
10,2001-04-12,home,HOU,W,12,4,4-6,5,-2.5,3:03:00,183,D,23599,2001,4,6,0.4,Thursday
9,2001-04-11,home,HOU,L,1,7,3-6,5,-3.5,2:23:00,143,N,26021,2001,3,6,0.33,Wednesday
8,2001-04-10,home,HOU,L,0,3,3-5,5,-2.5,2:37:00,157,N,23577,2001,3,5,0.38,Tuesday
7,2001-04-08,home,CIN,W,8,4,3-4,5,-1.5,3:00:00,180,D,34077,2001,3,4,0.43,Sunday
6,2001-04-07,home,CIN,W,6,1,2-4,5,-2.5,2:56:00,176,D,40651,2001,2,4,0.33,Saturday
5,2001-04-06,home,CIN,W,5,4,1-4,6,-3.5,2:54:00,174,N,42024,2001,1,4,0.2,Friday
4,2001-04-05,home,HOU,L,2,8,0-4,6,-3.5,2:29:00,149,N,24055,2001,0,4,0.0,Thursday
3,2001-04-04,home,HOU,L,6,8,0-3,6,-2.5,4:01:00,241,N,25092,2001,0,3,0.0,Wednesday
2,2001-04-03,home,HOU,L,3,11,0-2,6,-1.5,2:59:00,179,D,36526,2001,0,2,0.0,Tuesday
1,2001-04-02,home,LAD,L,0,1,0-1,3,-0.5,2:42:00,162,D,53154,2001,0,1,0.0,Monday
163,2000-10-01,home,HOU,L,1,6,73-89,3,-22.0,2:22:00,142,N,35558,2000,73,89,0.45,Sunday
162,2000-09-30,home,HOU,L,6,7,73-88,3,-21.0,2:53:00,173,N,42161,2000,73,88,0.45,Saturday
161,2000-09-29,home,HOU,W,13,3,73-87,3,-21.0,3:22:00,202,N,37943,2000,73,87,0.45,Friday
160,2000-09-28,home,CIN,L,1,8,72-87,3,-22.0,2:35:00,155,D,56354,2000,72,87,0.45,Thursday
159,2000-09-27,home,CIN,W,10,6,72-86,3,-21.0,2:57:00,177,N,27262,2000,72,86,0.45,Wednesday
158,2000-09-26,home,CIN,W,7,4,71-86,3,-21.0,2:51:00,171,N,27851,2000,71,86,0.45,Tuesday
157,2000-09-24,home,PIT,W,8,5,70-86,3,-21.0,3:01:00,181,D,26186,2000,70,86,0.45,Sunday
156,2000-09-23,home,PIT,W,5,4,69-86,3,-22.0,3:45:00,225,N,26040,2000,69,86,0.44,Saturday
155,2000-09-23,home,PIT,L,2,4,68-86,3,-22.0,3:09:00,189,D,0,2000,68,86,0.44,Saturday
154,2000-09-21,home,PIT,W,12,2,68-85,4,-22.0,2:52:00,172,N,14688,2000,68,85,0.44,Thursday
153,2000-09-20,home,CHC,W,3,2,67-85,4,-23.0,2:47:00,167,N,24134,2000,67,85,0.44,Wednesday
152,2000-09-19,home,CHC,W,9,8,66-85,4,-23.0,3:30:00,210,N,24374,2000,66,85,0.43,Tuesday
151,2000-09-18,home,CHC,W,2,1,65-85,4,-24.0,2:34:00,154,N,21367,2000,65,85,0.43,Monday
150,2000-09-17,home,CIN,L,4,8,64-85,4,-24.5,2:24:00,144,D,26299,2000,64,85,0.43,Sunday
149,2000-09-16,home,CIN,L,3,7,64-84,4,-23.5,2:46:00,166,D,29350,2000,64,84,0.43,Saturday
148,2000-09-15,home,CIN,L,4,6,64-83,4,-22.5,2:50:00,170,N,24354,2000,64,83,0.43,Friday
147,2000-09-14,home,CIN,W,6,4,64-82,3,-21.5,2:57:00,177,N,19472,2000,64,82,0.44,Thursday
146,2000-09-13,home,NYM,L,1,4,63-82,3,-21.5,3:15:00,195,D,22510,2000,63,82,0.43,Wednesday
145,2000-09-12,home,NYM,L,2,10,63-81,3,-20.5,2:57:00,177,N,22570,2000,63,81,0.43,Tuesday
144,2000-09-11,home,NYM,W,8,2,63-80,3,-19.5,2:52:00,172,N,21797,2000,63,80,0.44,Monday
143,2000-09-10,home,STL,W,4,3,62-80,4,-19.5,3:32:00,212,D,31528,2000,62,80,0.43,Sunday
142,2000-09-09,home,STL,L,6,7,61-80,4,-20.5,3:30:00,210,N,25095,2000,61,80,0.43,Saturday
141,2000-09-08,home,STL,W,6,5,61-79,3,-19.5,3:19:00,199,N,21664,2000,61,79,0.43,Friday
140,2000-09-06,home,SDP,L,6,7,60-79,3,-20.0,3:09:00,189,N,13777,2000,60,79,0.43,Wednesday
139,2000-09-05,home,SDP,L,1,3,60-78,3,-20.0,2:41:00,161,N,14001,2000,60,78,0.43,Tuesday
138,2000-09-04,home,SDP,L,3,4,60-77,3,-19.0,2:31:00,151,N,15183,2000,60,77,0.43,Monday
137,2000-09-03,home,COL,W,6,4,60-76,3,-18.0,3:25:00,205,D,36576,2000,60,76,0.44,Sunday
136,2000-09-02,home,COL,W,8,3,59-76,3,-18.0,3:16:00,196,D,36139,2000,59,76,0.43,Saturday
135,2000-09-01,home,COL,L,3,5,58-76,3,-18.0,2:38:00,158,N,38970,2000,58,76,0.43,Friday
134,2000-08-31,home,LAD,W,8,2,58-75,3,-17.0,3:05:00,185,D,15483,2000,58,75,0.43,Thursday
133,2000-08-30,home,LAD,W,3,2,57-75,4,-17.5,2:48:00,168,N,15940,2000,57,75,0.43,Wednesday
132,2000-08-29,home,LAD,L,2,7,56-75,4,-17.5,2:57:00,177,N,14179,2000,56,75,0.42,Tuesday
131,2000-08-28,home,LAD,L,3,5,56-74,3,-17.5,2:45:00,165,N,17167,2000,56,74,0.43,Monday
130,2000-08-27,home,SDP,L,1,2,56-73,3,-16.5,2:47:00,167,D,21785,2000,56,73,0.43,Sunday
129,2000-08-26,home,SDP,W,6,5,56-72,3,-15.5,3:42:00,222,N,20240,2000,56,72,0.43,Saturday
128,2000-08-25,home,SDP,L,0,4,55-72,3,-15.5,2:45:00,165,N,20389,2000,55,72,0.43,Friday
127,2000-08-23,home,ARI,W,8,5,55-71,4,-15.0,3:03:00,183,N,29954,2000,55,71,0.43,Wednesday
126,2000-08-22,home,ARI,W,4,3,54-71,4,-15.0,2:51:00,171,N,31057,2000,54,71,0.43,Tuesday
125,2000-08-21,home,ARI,W,16,8,53-71,4,-16.0,3:34:00,214,N,31752,2000,53,71,0.42,Monday
124,2000-08-20,home,HOU,W,6,5,52-71,4,-16.0,3:29:00,209,D,35592,2000,52,71,0.42,Sunday
123,2000-08-19,home,HOU,L,8,10,51-71,4,-17.0,3:17:00,197,N,42297,2000,51,71,0.41,Saturday
122,2000-08-18,home,HOU,L,4,5,51-70,4,-16.0,3:08:00,188,N,36781,2000,51,70,0.42,Friday
121,2000-08-16,home,CIN,W,5,1,51-69,4,-15.0,3:17:00,197,N,26339,2000,51,69,0.42,Wednesday
120,2000-08-15,home,CIN,W,2,1,50-69,4,-15.0,3:06:00,186,N,19649,2000,50,69,0.42,Tuesday
119,2000-08-14,home,CIN,W,4,3,49-69,5,-15.0,2:44:00,164,N,25853,2000,49,69,0.41,Monday
118,2000-08-13,home,STL,L,4,6,48-69,5,-16.0,3:19:00,199,D,33496,2000,48,69,0.41,Sunday
117,2000-08-12,home,STL,L,1,2,48-68,5,-15.0,4:07:00,247,D,31502,2000,48,68,0.41,Saturday
116,2000-08-11,home,STL,W,6,2,48-67,5,-14.0,2:55:00,175,N,25890,2000,48,67,0.41,Friday
115,2000-08-09,home,SFG,L,3,9,47-67,5,-14.5,3:12:00,192,D,40930,2000,47,67,0.41,Wednesday
114,2000-08-08,home,SFG,L,0,1,47-66,5,-14.5,2:35:00,155,N,40930,2000,47,66,0.41,Tuesday
113,2000-08-07,home,SFG,L,1,8,47-65,5,-14.5,2:52:00,172,N,40930,2000,47,65,0.42,Monday
112,2000-08-06,home,LAD,W,9,6,47-64,5,-13.5,3:16:00,196,N,40275,2000,47,64,0.42,Sunday
